"id","dname","hint","img","qual","cost","notes","attrib","manacost","cooldown","lore","components","created","charges"
208,"Abyssal Blade","Passive: Bash  Grants melee heroes a 25% chance on hit to stun the target for 1.2 seconds and deal 120 bonus physical damage.  Bash chance for ranged heroes is 10%.","/apps/dota2/images/dota_react/items/abyssal_blade.png?t=1593393829403","epic",6250,"The stun is melee range.
Does not stack with other bashes, and does not grant bash to Clones and Tempest Doubles.
Multiple sources of damage block do not stack.","[{'key': 'bonus_damage', 'header': 'BONUS DAMAGE:', 'value': '35'}, {'key': 'bonus_health', 'header': 'BONUS HEALTH:', 'value': '250'}, {'key': 'bonus_health_regen', 'header': 'BONUS HEALTH REGEN:', 'value': '10'}, {'key': 'block_damage_melee', 'header': 'BLOCK DAMAGE MELEE:', 'value': '70'}, {'key': 'block_damage_ranged', 'header': 'BLOCK DAMAGE RANGED:', 'value': '35'}, {'key': 'block_chance', 'header': 'BLOCK CHANCE:', 'value': '60'}, {'key': 'bonus_strength', 'header': 'BONUS STRENGTH:', 'value': '10'}, {'key': 'bash_chance_melee', 'header': 'BASH CHANCE MELEE:', 'value': '25'}, {'key': 'bash_chance_ranged', 'header': 'BASH CHANCE RANGED:', 'value': '10'}, {'key': 'bash_duration', 'header': 'BASH DURATION:', 'value': '1.2'}, {'key': 'bash_cooldown', 'header': 'BASH COOLDOWN:', 'value': '2.3'}, {'key': 'bonus_chance_damage', 'header': 'BONUS CHANCE DAMAGE:', 'value': '120'}, {'key': 'stun_duration', 'header': 'STUN DURATION:', 'value': '1.6'}]",75,35,"The lost blade of the Commander of the Abyss, this edge cuts into an enemy's soul.","['basher', 'vanguard']",True,False
208,"Abyssal Blade","Active: Overwhelm Stuns a target enemy unit for 1.6 seconds. 

Pierces Spell Immunity.

Range: 150","/apps/dota2/images/dota_react/items/abyssal_blade.png?t=1593393829403","epic",6250,"The stun is melee range.
Does not stack with other bashes, and does not grant bash to Clones and Tempest Doubles.
Multiple sources of damage block do not stack.","[{'key': 'bonus_damage', 'header': 'BONUS DAMAGE:', 'value': '35'}, {'key': 'bonus_health', 'header': 'BONUS HEALTH:', 'value': '250'}, {'key': 'bonus_health_regen', 'header': 'BONUS HEALTH REGEN:', 'value': '10'}, {'key': 'block_damage_melee', 'header': 'BLOCK DAMAGE MELEE:', 'value': '70'}, {'key': 'block_damage_ranged', 'header': 'BLOCK DAMAGE RANGED:', 'value': '35'}, {'key': 'block_chance', 'header': 'BLOCK CHANCE:', 'value': '60'}, {'key': 'bonus_strength', 'header': 'BONUS STRENGTH:', 'value': '10'}, {'key': 'bash_chance_melee', 'header': 'BASH CHANCE MELEE:', 'value': '25'}, {'key': 'bash_chance_ranged', 'header': 'BASH CHANCE RANGED:', 'value': '10'}, {'key': 'bash_duration', 'header': 'BASH DURATION:', 'value': '1.2'}, {'key': 'bash_cooldown', 'header': 'BASH COOLDOWN:', 'value': '2.3'}, {'key': 'bonus_chance_damage', 'header': 'BONUS CHANCE DAMAGE:', 'value': '120'}, {'key': 'stun_duration', 'header': 'STUN DURATION:', 'value': '1.6'}]",75,35,"The lost blade of the Commander of the Abyss, this edge cuts into an enemy's soul.","['basher', 'vanguard']",True,False
210,"Heaven's Halberd","Active: Disarm Prevents a target from attacking for 3 seconds on melee targets, and 5 seconds on ranged targets.

Range: 650","/apps/dota2/images/dota_react/items/heavens_halberd.png?t=1593393829403","artifact",3550,"","[{'key': 'bonus_evasion', 'header': 'BONUS EVASION:', 'value': '20'}, {'key': 'bonus_strength', 'header': 'BONUS STRENGTH:', 'value': '20'}, {'key': 'disarm_range', 'header': 'DISARM RANGE:', 'value': '5.0'}, {'key': 'disarm_melee', 'header': 'DISARM MELEE:', 'value': '3.0'}, {'key': 'status_resistance', 'header': 'STATUS RESISTANCE:', 'value': '16'}, {'key': 'hp_regen_amp', 'header': 'HP REGEN AMP:', 'value': '20'}]",100,18,"This halberd moves with the speed of a smaller weapon, allowing the bearer to win duels that a heavy edge would not.","['sange', 'talisman_of_evasion']",True,False
212,"Ring of Aquila","Passive: Aquila Aura Grants 1 mana regeneration and 2 armor to nearby allies.

Radius: 1200","/apps/dota2/images/dota_react/items/ring_of_aquila.png?t=1593393829403","","","Multiple instances of Aquila Aura do not stack.","[{'key': 'bonus_damage', 'header': 'BONUS DAMAGE:', 'value': '3'}, {'key': 'bonus_strength', 'header': 'BONUS STRENGTH:', 'value': '3'}, {'key': 'bonus_agility', 'header': 'BONUS AGILITY:', 'value': '9'}, {'key': 'bonus_intellect', 'header': 'BONUS INTELLECT:', 'value': '3'}, {'key': 'aura_radius', 'header': 'AURA RADIUS:', 'value': '1200'}, {'key': 'aura_mana_regen', 'header': 'AURA MANA REGEN:', 'value': '1'}, {'key': 'aura_bonus_armor', 'header': 'AURA BONUS ARMOR:', 'value': '2'}]",0,0,"The ring of the fallen Warlord Aquila continues to support armies in battle.","",True,False
212,"Ring of Aquila","Toggle: Aura Deactivate to stop affecting non-hero units.","/apps/dota2/images/dota_react/items/ring_of_aquila.png?t=1593393829403","","","Multiple instances of Aquila Aura do not stack.","[{'key': 'bonus_damage', 'header': 'BONUS DAMAGE:', 'value': '3'}, {'key': 'bonus_strength', 'header': 'BONUS STRENGTH:', 'value': '3'}, {'key': 'bonus_agility', 'header': 'BONUS AGILITY:', 'value': '9'}, {'key': 'bonus_intellect', 'header': 'BONUS INTELLECT:', 'value': '3'}, {'key': 'aura_radius', 'header': 'AURA RADIUS:', 'value': '1200'}, {'key': 'aura_mana_regen', 'header': 'AURA MANA REGEN:', 'value': '1'}, {'key': 'aura_bonus_armor', 'header': 'AURA BONUS ARMOR:', 'value': '2'}]",0,0,"The ring of the fallen Warlord Aquila continues to support armies in battle.","",True,False
214,"Tranquil Boots","Passive: Break Whenever you attack a hero or are attacked by any unit, the bonus 14 HP regen is lost and the movement speed bonus is reduced to 40 for 13 seconds.","/apps/dota2/images/dota_react/items/tranquil_boots.png?t=1593393829403","rare",925,"","[{'key': 'bonus_movement_speed', 'header': 'BONUS MOVEMENT SPEED:', 'value': '65'}, {'key': 'bonus_armor', 'header': 'BONUS ARMOR:', 'value': '0'}, {'key': 'bonus_health_regen', 'header': 'BONUS HEALTH REGEN:', 'value': '14'}, {'key': 'heal_duration', 'header': 'HEAL DURATION:', 'value': '20.0'}, {'key': 'heal_amount', 'header': 'HEAL AMOUNT:', 'value': '250'}, {'key': 'heal_interval', 'header': 'HEAL INTERVAL:', 'value': '0.334'}, {'key': 'break_time', 'header': 'BREAK TIME:', 'value': '13'}, {'key': 'break_count', 'header': 'BREAK COUNT:', 'value': '1'}, {'key': 'break_threshold', 'header': 'BREAK THRESHOLD:', 'value': '20'}, {'key': 'broken_movement_speed', 'header': 'BROKEN MOVEMENT SPEED:', 'value': '40'}]",0,13,"While they increase the longevity of the wearer, this boot is not particularly reliable.","['boots', 'wind_lace', 'ring_of_regen']",True,False
214,"Tranquil Boots","Movement speed bonuses from multiple pairs of boots do not stack.","/apps/dota2/images/dota_react/items/tranquil_boots.png?t=1593393829403","rare",925,"","[{'key': 'bonus_movement_speed', 'header': 'BONUS MOVEMENT SPEED:', 'value': '65'}, {'key': 'bonus_armor', 'header': 'BONUS ARMOR:', 'value': '0'}, {'key': 'bonus_health_regen', 'header': 'BONUS HEALTH REGEN:', 'value': '14'}, {'key': 'heal_duration', 'header': 'HEAL DURATION:', 'value': '20.0'}, {'key': 'heal_amount', 'header': 'HEAL AMOUNT:', 'value': '250'}, {'key': 'heal_interval', 'header': 'HEAL INTERVAL:', 'value': '0.334'}, {'key': 'break_time', 'header': 'BREAK TIME:', 'value': '13'}, {'key': 'break_count', 'header': 'BREAK COUNT:', 'value': '1'}, {'key': 'break_threshold', 'header': 'BREAK THRESHOLD:', 'value': '20'}, {'key': 'broken_movement_speed', 'header': 'BROKEN MOVEMENT SPEED:', 'value': '40'}]",0,13,"While they increase the longevity of the wearer, this boot is not particularly reliable.","['boots', 'wind_lace', 'ring_of_regen']",True,False
215,"Shadow Amulet","Active: Fade Grants invisibility to you or a target allied hero as long as the target unit remains still for up to 15s. 

Has a 1.25 second fade time, and breaks instantly upon moving. 

There is no cooldown when using this item on yourself.

Range: 600","/apps/dota2/images/dota_react/items/shadow_amulet.png?t=1593393829403","",1000,"","[{'key': 'fade_time', 'header': 'FADE TIME:', 'value': '1.25'}, {'key': 'fade_duration', 'header': 'FADE DURATION:', 'value': '15'}]",0,7,"A small talisman that clouds the senses of one's enemies when held perfectly still.","None",False,False
216,"Enchanted Mango","Use: Eat Mango Instantly restores 100 mana.

Range: 400","/apps/dota2/images/dota_react/items/enchanted_mango.png?t=1593393829403","consumable",65,"Hold Control to use on a nearby allied hero.","[{'key': 'hp_regen', 'header': 'HP REGEN:', 'value': '0.4'}, {'key': 'replenish_amount', 'header': 'REPLENISH AMOUNT:', 'value': '100'}]",0,0,"The bittersweet flavors of Jidi Isle are irresistible to amphibians.","None",False,1
218,"Observer and Sentry Wards","Use: Plant Plant the currently active ward.  Double-Click to switch the currently active ward.

Range: 500","/apps/dota2/images/dota_react/items/ward_dispenser.png?t=1593393829403","common",50,"Hold Control to give one ward to an allied hero.","[{'key': 'bonus_health', 'header': 'BONUS HEALTH:', 'value': '75'}, {'key': 'observer_cost', 'header': 'OBSERVER COST:', 'value': '75'}, {'key': 'sentry_cost', 'header': 'SENTRY COST:', 'value': '100'}, {'key': 'lifetime_observer', 'header': 'LIFETIME OBSERVER:', 'value': '360'}, {'key': 'lifetime_sentry', 'header': 'LIFETIME SENTRY:', 'value': '420'}, {'key': 'creation_delay', 'header': 'CREATION DELAY:', 'value': '0'}, {'key': 'observer_vision_range_tooltip', 'header': 'OBSERVER VISION RANGE TOOLTIP:', 'value': '1200'}, {'key': 'observer_duration_minutes_tooltip', 'header': 'OBSERVER DURATION MINUTES TOOLTIP:', 'value': '6'}, {'key': 'sentry_duration_minutes_tooltip', 'header': 'SENTRY DURATION MINUTES TOOLTIP:', 'value': '8'}, {'key': 'true_sight_range', 'header': 'TRUE SIGHT RANGE:', 'value': '1000'}, {'key': 'cast_range_observer', 'header': 'CAST RANGE OBSERVER:', 'value': '500'}, {'key': 'cast_range_sentry', 'header': 'CAST RANGE SENTRY:', 'value': '500'}]",0,0,"Advancements in stacking efficiency have made wards easier to carry than ever.","['ward_sentry', 'ward_observer']",True,False
220,"Boots of Travel 2","Movement speed bonuses from multiple pairs of boots do not stack.","/apps/dota2/images/dota_react/items/travel_boots_2.png?t=1593393829403","common",4500,"","[{'key': 'bonus_movement_speed', 'header': 'BONUS MOVEMENT SPEED:', 'value': '110'}, {'key': 'maximum_distance', 'header': 'MAXIMUM DISTANCE:', 'value': '800'}, {'key': 'vision_radius', 'header': 'VISION RADIUS:', 'value': '200'}, {'key': 'tp_cooldown', 'header': 'TP COOLDOWN:', 'value': '40'}, {'key': 'tp_channel_time', 'header': 'TP CHANNEL TIME:', 'value': '2'}]",0,0,"Winged boots that grant omnipresence.","['travel_boots', 'recipe_travel_boots']",True,False
220,"Boots of Travel 2","Upgrade: Town Portal Scroll Upgrades your Town Portal Scroll, allowing it to target units and heroes, reduces cooldown, channel time and does not consume a charge on usage. ","/apps/dota2/images/dota_react/items/travel_boots_2.png?t=1593393829403","common",4500,"","[{'key': 'bonus_movement_speed', 'header': 'BONUS MOVEMENT SPEED:', 'value': '110'}, {'key': 'maximum_distance', 'header': 'MAXIMUM DISTANCE:', 'value': '800'}, {'key': 'vision_radius', 'header': 'VISION RADIUS:', 'value': '200'}, {'key': 'tp_cooldown', 'header': 'TP COOLDOWN:', 'value': '40'}, {'key': 'tp_channel_time', 'header': 'TP CHANNEL TIME:', 'value': '2'}]",0,0,"Winged boots that grant omnipresence.","['travel_boots', 'recipe_travel_boots']",True,False
223,"Meteor Hammer","Active: Meteor Hammer CHANNELED - After a successful channel, summons a meteor that strikes a 400 AoE, stunning enemies for 0.5 seconds and dealing impact damage. Continues to deal damage over time to enemies units and buildings for 6 seconds. Non-building units are also slowed for 20% for the duration of the burn. 

Building Impact Damage: 90 
Building Over Time Damage: 50 

Non-Building Impact Damage: 130 
Non-Building Over Time Damage: 50 

Channel Duration: 2 seconds.
Landing Time: 0.5 seconds.","/apps/dota2/images/dota_react/items/meteor_hammer.png?t=1593393829403","epic",3100,"","[{'key': 'bonus_strength', 'header': 'BONUS STRENGTH:', 'value': '6'}, {'key': 'bonus_agility', 'header': 'BONUS AGILITY:', 'value': '6'}, {'key': 'bonus_intellect', 'header': 'BONUS INTELLECT:', 'value': '24'}, {'key': 'spell_amp', 'header': 'SPELL AMP:', 'value': '10'}, {'key': 'mana_regen_multiplier', 'header': 'MANA REGEN MULTIPLIER:', 'value': '75'}, {'key': 'spell_lifesteal_amp', 'header': 'SPELL LIFESTEAL AMP:', 'value': '24'}, {'key': 'burn_dps_buildings', 'header': 'BURN DPS BUILDINGS:', 'value': '50'}, {'key': 'burn_dps_units', 'header': 'BURN DPS UNITS:', 'value': '50'}, {'key': 'burn_slow', 'header': 'BURN SLOW:', 'value': '20'}, {'key': 'burn_duration', 'header': 'BURN DURATION:', 'value': '6'}, {'key': 'stun_duration', 'header': 'STUN DURATION:', 'value': '0.5'}, {'key': 'burn_interval', 'header': 'BURN INTERVAL:', 'value': '1.0'}, {'key': 'land_time', 'header': 'LAND TIME:', 'value': '.5'}, {'key': 'impact_radius', 'header': 'IMPACT RADIUS:', 'value': '400'}, {'key': 'max_duration', 'header': 'MAX DURATION:', 'value': '2'}, {'key': 'impact_damage_buildings', 'header': 'IMPACT DAMAGE BUILDINGS:', 'value': '90'}, {'key': 'impact_damage_units', 'header': 'IMPACT DAMAGE UNITS:', 'value': '130'}, {'key': 'enemy_particles_visible', 'header': 'ENEMY PARTICLES VISIBLE:', 'value': '0'}]",100,24,"","['crown', 'kaya']",True,False
225,"Nullifier","Active: Nullify Dispels the target and applies a debuff for 5 seconds. Continuously dispels the target.

Dispel Type: Basic Dispel ","/apps/dota2/images/dota_react/items/nullifier.png?t=1593393829403","epic",4375,"Can be cast on invulnerable units.
Pierces magic immunity.","[{'key': 'bonus_damage', 'header': 'BONUS DAMAGE:', 'value': '75'}, {'key': 'bonus_armor', 'header': 'BONUS ARMOR:', 'value': '10'}, {'key': 'bonus_regen', 'header': 'BONUS REGEN:', 'value': '6'}, {'key': 'mute_duration', 'header': 'MUTE DURATION:', 'value': '5.0'}, {'key': 'projectile_speed', 'header': 'PROJECTILE SPEED:', 'value': '1100'}, {'key': 'slow_pct', 'header': 'SLOW PCT:', 'value': '80'}, {'key': 'slow_interval_duration', 'header': 'SLOW INTERVAL DURATION:', 'value': '0.5'}]",0,10,"","['relic', 'helm_of_iron_will']",True,False
226,"Lotus Orb","Active: Echo Shell Applies a shield to the target unit for 6 seconds which re-casts most targeted spells back to their caster.

The shielded unit will still take damage from the spell. 

Range: 900
Dispel Type: Basic Dispel ","/apps/dota2/images/dota_react/items/lotus_orb.png?t=1593393829403","epic",3850,"","[{'key': 'bonus_armor', 'header': 'BONUS ARMOR:', 'value': '10'}, {'key': 'bonus_health_regen', 'header': 'BONUS HEALTH REGEN:', 'value': '6.5'}, {'key': 'bonus_mana_regen', 'header': 'BONUS MANA REGEN:', 'value': '4.0'}, {'key': 'bonus_mana', 'header': 'BONUS MANA:', 'value': '250'}, {'key': 'active_duration', 'header': 'ACTIVE DURATION:', 'value': '6'}]",175,15,"The jewel at its center still reflects a pale image of its creator.","['pers', 'platemail', 'energy_booster']",True,False
229,"Solar Crest","Active: Shine When cast on an ally, grants them 7 armor, 70 attack speed, 15% movement speed and a 400 HP Barrier. 

Does not grant bonus armor, movement or attack speed if used on self. 

Range: 1000

Duration: 8","/apps/dota2/images/dota_react/items/solar_crest.png?t=1593393829403","rare",2700,"Shares cooldown with Pavise.","[{'key': 'bonus_armor', 'header': 'BONUS ARMOR:', 'value': '4'}, {'key': 'bonus_all_stats', 'header': 'BONUS ALL STATS:', 'value': '4'}, {'key': 'self_movement_speed', 'header': 'SELF MOVEMENT SPEED:', 'value': '25'}, {'key': 'bonus_mana', 'header': 'BONUS MANA:', 'value': '300'}, {'key': 'bonus_health', 'header': 'BONUS HEALTH:', 'value': '200'}, {'key': 'target_movement_speed', 'header': 'TARGET MOVEMENT SPEED:', 'value': '15'}, {'key': 'target_attack_speed', 'header': 'TARGET ATTACK SPEED:', 'value': '70'}, {'key': 'target_armor', 'header': 'TARGET ARMOR:', 'value': '7'}, {'key': 'duration', 'header': 'DURATION:', 'value': '8'}, {'key': 'absorb_amount', 'header': 'ABSORB AMOUNT:', 'value': '400'}]",100,16,"A talisman forged to honor the daytime sky.","['pavise', 'crown', 'wind_lace']",True,False
231,"Guardian Greaves","Active: Mend Restores 350 health and 200 mana to nearby allies, and removes most negative effects from the caster.

Radius: 1200
Dispel Type: Basic Dispel ","/apps/dota2/images/dota_react/items/guardian_greaves.png?t=1593393829403","rare",4950,"The aura boost only applies to heroes.
Mend does not affect units that have been affected by Mend or Mekansm Restore within Guardian Greaves' cooldown.","[{'key': 'bonus_movement', 'header': 'BONUS MOVEMENT:', 'value': '50'}, {'key': 'bonus_armor', 'header': 'BONUS ARMOR:', 'value': '4'}, {'key': 'mana_regen', 'header': 'MANA REGEN:', 'value': '1.5'}, {'key': 'aura_health_regen', 'header': 'AURA HEALTH REGEN:', 'value': '2.5'}, {'key': 'aura_armor', 'header': 'AURA ARMOR:', 'value': '3'}, {'key': 'aura_mana_regen', 'header': 'AURA MANA REGEN:', 'value': '1.5'}, {'key': 'aura_radius', 'header': 'AURA RADIUS:', 'value': '1200'}, {'key': 'aura_health_regen_bonus', 'header': 'AURA HEALTH REGEN BONUS:', 'value': '14.5'}, {'key': 'aura_mana_regen_bonus', 'header': 'AURA MANA REGEN BONUS:', 'value': '5'}, {'key': 'aura_armor_bonus', 'header': 'AURA ARMOR BONUS:', 'value': '8'}, {'key': 'aura_bonus_threshold', 'header': 'AURA BONUS THRESHOLD:', 'value': '25'}, {'key': 'replenish_health', 'header': 'REPLENISH HEALTH:', 'value': '350'}, {'key': 'replenish_mana', 'header': 'REPLENISH MANA:', 'value': '200'}, {'key': 'replenish_radius', 'header': 'REPLENISH RADIUS:', 'value': '1200'}, {'key': 'max_health_pct_heal_amount', 'header': 'MAX HEALTH PCT HEAL AMOUNT:', 'value': '0'}]",0,40,"One of many holy instruments constructed to honor the Omniscience.","['mekansm', 'arcane_boots', 'buckler']",True,False
231,"Guardian Greaves","Passive: Guardian Aura Grants 2.5 health regeneration, 1.5 mana regeneration and 3 armor to allied units. If an allied hero's health falls below 25%, this is increased to 14.5 health regeneration, 5 mana regeneration and 8 armor. 

Radius: 1200 ","/apps/dota2/images/dota_react/items/guardian_greaves.png?t=1593393829403","rare",4950,"The aura boost only applies to heroes.
Mend does not affect units that have been affected by Mend or Mekansm Restore within Guardian Greaves' cooldown.","[{'key': 'bonus_movement', 'header': 'BONUS MOVEMENT:', 'value': '50'}, {'key': 'bonus_armor', 'header': 'BONUS ARMOR:', 'value': '4'}, {'key': 'mana_regen', 'header': 'MANA REGEN:', 'value': '1.5'}, {'key': 'aura_health_regen', 'header': 'AURA HEALTH REGEN:', 'value': '2.5'}, {'key': 'aura_armor', 'header': 'AURA ARMOR:', 'value': '3'}, {'key': 'aura_mana_regen', 'header': 'AURA MANA REGEN:', 'value': '1.5'}, {'key': 'aura_radius', 'header': 'AURA RADIUS:', 'value': '1200'}, {'key': 'aura_health_regen_bonus', 'header': 'AURA HEALTH REGEN BONUS:', 'value': '14.5'}, {'key': 'aura_mana_regen_bonus', 'header': 'AURA MANA REGEN BONUS:', 'value': '5'}, {'key': 'aura_armor_bonus', 'header': 'AURA ARMOR BONUS:', 'value': '8'}, {'key': 'aura_bonus_threshold', 'header': 'AURA BONUS THRESHOLD:', 'value': '25'}, {'key': 'replenish_health', 'header': 'REPLENISH HEALTH:', 'value': '350'}, {'key': 'replenish_mana', 'header': 'REPLENISH MANA:', 'value': '200'}, {'key': 'replenish_radius', 'header': 'REPLENISH RADIUS:', 'value': '1200'}, {'key': 'max_health_pct_heal_amount', 'header': 'MAX HEALTH PCT HEAL AMOUNT:', 'value': '0'}]",0,40,"One of many holy instruments constructed to honor the Omniscience.","['mekansm', 'arcane_boots', 'buckler']",True,False
